Date Shipped,ShipFromLocation,ShipToLocation,Distance,Item,Weight,Shipment Cost,Fuel Surcharge,Tarping Charge,Line Haul Pass,Spot Quote,Stop Off Charges
4/29/24,"Hartford, CT","San Antonio, TX",1644,Roofing Membrane Roll,453.29,2286.52,131.52,50,2055,2031.4,50
1/28/23,"Savannah, GA","San Diego, CA",779,Insulation Board,578.76,1136.07,62.32,100,973.75,990.89,0
12/14/24,"Boston, MA","Kansas City, MO",2207,Drainage Mat,401.42,3035.31,176.56,50,2758.75,2603.25,50
2/8/23,"Baltimore, MD","Omaha, NE",1790,Insulation Board,752.58,2505.7,143.2,100,2237.5,2442.43,25
9/30/23,"Baltimore, MD","Portland, OR",423,Drainage Mat,265.85,662.59,33.84,100,528.75,542.04,0
8/19/23,"Boston, MA","Seattle, WA",2444,Insulation Board,508.41,3350.52,195.52,50,3055,2922.64,50
3/27/23,"Savannah, GA","Des Moines, IA",1089,Underlayment Roll,168.03,1598.37,87.12,100,1361.25,1395.37,50
4/18/24,"Philadelphia, PA","Denver, CO",1562,Roofing Membrane Roll,365.35,2177.46,124.96,50,1952.5,1836.25,50
5/6/23,"Albany, NY","Portland, OR",1619,Roofing Membrane Roll,539.2,2253.27,129.52,100,2023.75,2167.36,0
6/20/24,"Tampa, FL","Phoenix, AZ",1103,Insulation Board,693.32,1616.99,88.24,100,1378.75,1294.42,50
5/25/23,"Buffalo, NY","Los Angeles, CA",796,Roofing Membrane Roll,502.28,1208.68,63.68,100,995,909.66,50
6/8/24,"Boston, MA","Chicago, IL",2256,Drainage Mat,408.18,3050.48,180.48,50,2820,3079.32,0
7/31/23,"Tampa, FL","San Diego, CA",1038,Drainage Mat,567.02,1455.54,83.04,50,1297.5,1381.15,25
1/25/23,"Providence, RI","Phoenix, AZ",2220,Fasteners and Plates,131.19,3027.6,177.6,0,2775,2680.87,75
8/2/24,"Richmond, VA","Portland, OR",505,Insulation Board,836.87,696.65,40.4,0,631.25,584.15,25
1/29/24,"Buffalo, NY","Indianapolis, IN",619,Fasteners and Plates,163.51,848.27,49.52,0,773.75,705.52,25
3/8/23,"Hartford, CT","Las Vegas, NV",1650,Insulation Board,773.73,2194.5,132,0,2062.5,1915.05,0
8/21/23,"Pittsburgh, PA","Las Vegas, NV",2019,Underlayment Roll,127.34,2785.27,161.52,50,2523.75,2610.76,50
4/19/23,"Tampa, FL","Omaha, NE",2426,Metal Roofing Coil,2269.3,3326.58,194.08,100,3032.5,3193.81,0
5/26/23,"Tampa, FL","Kansas City, MO",667,Roofing Membrane Roll,466.18,887.11,53.36,0,833.75,754.08,0
4/21/23,"Columbia, SC","Kansas City, MO",522,Fasteners and Plates,64.76,819.26,41.76,50,652.5,665.47,75
8/16/23,"Philadelphia, PA","Milwaukee, WI",347,Roofing Membrane Roll,685.26,536.51,27.76,50,433.75,443.95,25
4/21/23,"Charlotte, NC","Los Angeles, CA",2238,Insulation Board,771.02,3026.54,179.04,0,2797.5,2783.56,50
4/14/24,"Hartford, CT","Milwaukee, WI",1337,Underlayment Roll,334.49,1928.21,106.96,100,1671.25,1621.09,50
2/3/23,"Jacksonville, FL","Detroit, MI",1198,Roofing Membrane Roll,637.5,1618.34,95.84,0,1497.5,1553.6,25
9/14/24,"Boston, MA","Kansas City, MO",1651,Roofing Membrane Roll,632.25,2245.83,132.08,0,2063.75,2117.7,50
1/4/24,"Savannah, GA","Milwaukee, WI",2073,Roofing Membrane Roll,691.29,2932.09,165.84,100,2591.25,2473.43,75
8/17/24,"Tampa, FL","Portland, OR",1763,Drainage Mat,431.34,2469.79,141.04,100,2203.75,2013.33,25
7/7/24,"Raleigh, NC","Minneapolis, MN",1834,Fasteners and Plates,58.94,2564.22,146.72,50,2292.5,2362.32,75
2/29/24,"Tampa, FL","Omaha, NE",1566,Roofing Membrane Roll,519.44,2207.78,125.28,50,1957.5,1784.92,75
9/4/24,"Columbia, SC","Houston, TX",643,Roofing Membrane Roll,570.18,930.19,51.44,0,803.75,744.76,75
6/1/24,"Hartford, CT","St. Louis, MO",2461,Roofing Membrane Roll,592.07,3273.13,196.88,0,3076.25,3035.68,0
11/22/24,"Hartford, CT","Seattle, WA",2312,Underlayment Roll,397.46,3199.96,184.96,50,2890,2806.44,75
10/9/23,"Philadelphia, PA","Denver, CO",1118,Drainage Mat,492.35,1561.94,89.44,50,1397.5,1520.11,25
11/16/23,"Philadelphia, PA","Los Angeles, CA",2140,Fasteners and Plates,136.34,2896.2,171.2,0,2675,2513.87,50
3/18/24,"Charlotte, NC","San Diego, CA",1689,Metal Roofing Coil,2199.2,2396.37,135.12,100,2111.25,2249.54,50
11/11/23,"Charlotte, NC","Los Angeles, CA",1273,Roofing Membrane Roll,441.93,1793.09,101.84,100,1591.25,1515.24,0
1/12/24,"Wilmington, DE","Omaha, NE",495,Insulation Board,797.89,708.35,39.6,0,618.75,617.29,50
10/16/23,"Philadelphia, PA","Des Moines, IA",1827,Drainage Mat,326.92,2454.91,146.16,0,2283.75,2372.37,25
3/12/24,"Providence, RI","St. Louis, MO",1721,Drainage Mat,315.27,2288.93,137.68,0,2151.25,2149.63,0
10/23/24,"Tampa, FL","Los Angeles, CA",1101,Metal Roofing Coil,1969.8,1489.33,88.08,0,1376.25,1326.34,25
10/4/23,"Hartford, CT","Portland, OR",1726,Fasteners and Plates,191.22,2370.58,138.08,0,2157.5,2145.27,75
12/10/24,"Newark, NJ","Los Angeles, CA",2183,Underlayment Roll,109.28,2978.39,174.64,0,2728.75,2653.24,75
8/4/24,"Pittsburgh, PA","Portland, OR",2248,Insulation Board,708.55,3064.84,179.84,0,2810,2541.68,75
5/17/24,"Newark, NJ","San Antonio, TX",544,Drainage Mat,248.68,823.52,43.52,50,680,697.27,50
9/15/24,"Jacksonville, FL","Houston, TX",727,Metal Roofing Coil,2100.77,1016.91,58.16,50,908.75,983.82,0
5/30/24,"Norfolk, VA","San Antonio, TX",680,Roofing Membrane Roll,430.97,1029.4,54.4,50,850,795.8,75
12/16/23,"Richmond, VA","Phoenix, AZ",544,Underlayment Roll,174.06,723.52,43.52,0,680,692.79,0
3/21/24,"Wilmington, DE","Minneapolis, MN",2087,Insulation Board,670.6,2825.71,166.96,0,2608.75,2390.44,50
12/16/23,"Pittsburgh, PA","Indianapolis, IN",1233,Metal Roofing Coil,2306.15,1714.89,98.64,50,1541.25,1607.49,25
8/29/24,"Columbia, SC","Indianapolis, IN",1979,Fasteners and Plates,92.49,2682.07,158.32,0,2473.75,2628.05,50
10/25/24,"Albany, NY","San Diego, CA",1391,Drainage Mat,354.98,1875.03,111.28,0,1738.75,1672.26,25
5/17/23,"Richmond, VA","Detroit, MI",471,Drainage Mat,573.1,801.43,37.68,100,588.75,547.98,75
8/31/23,"Baltimore, MD","Seattle, WA",987,Metal Roofing Coil,2294.91,1437.71,78.96,100,1233.75,1273.98,25
6/26/24,"Savannah, GA","Indianapolis, IN",1137,Fasteners and Plates,172.41,1562.21,90.96,0,1421.25,1483.83,50
2/9/23,"Hartford, CT","St. Louis, MO",266,Metal Roofing Coil,1893.05,453.78,21.28,100,332.5,314.62,0
8/17/23,"Newark, NJ","Houston, TX",1834,Metal Roofing Coil,1896.34,2439.22,146.72,0,2292.5,2126.58,0
7/1/24,"Tampa, FL","Salt Lake City, UT",852,Drainage Mat,283.78,1208.16,68.16,0,1065,1009.42,75
8/11/23,"Raleigh, NC","Milwaukee, WI",398,Metal Roofing Coil,1828.2,654.34,31.84,50,497.5,515.46,75
1/6/23,"Wilmington, DE","Seattle, WA",2031,Roofing Membrane Roll,383.88,2801.23,162.48,100,2538.75,2327.39,0
11/18/23,"Boston, MA","Milwaukee, WI",378,Fasteners and Plates,95.51,502.74,30.24,0,472.5,497.62,0
4/12/24,"Pittsburgh, PA","Seattle, WA",987,Metal Roofing Coil,1906.32,1437.71,78.96,100,1233.75,1142.63,25
3/16/23,"Pittsburgh, PA","Portland, OR",1857,Underlayment Roll,389.56,2619.81,148.56,100,2321.25,2382.54,50
1/4/23,"Philadelphia, PA","Houston, TX",793,Insulation Board,701.78,1229.69,63.44,100,991.25,1020.04,75
10/7/24,"Newark, NJ","Phoenix, AZ",1949,Underlayment Roll,290.82,2717.17,155.92,100,2436.25,2195.95,25
4/28/23,"Charlotte, NC","Indianapolis, IN",343,Metal Roofing Coil,1939.04,456.19,27.44,0,428.75,417.62,0
8/28/24,"Buffalo, NY","Houston, TX",2430,Underlayment Roll,197.12,3306.9,194.4,50,3037.5,2844.81,25
5/18/24,"Richmond, VA","Milwaukee, WI",1367,Fasteners and Plates,146.24,1968.11,109.36,100,1708.75,1629.26,50
7/27/24,"Hartford, CT","Kansas City, MO",1955,Fasteners and Plates,87.28,2750.15,156.4,100,2443.75,2627.27,50
3/16/24,"Charlotte, NC","Denver, CO",1230,Underlayment Roll,377.86,1810.9,98.4,100,1537.5,1625.16,75
7/13/23,"Columbia, SC","Seattle, WA",1113,Metal Roofing Coil,1902.69,1605.29,89.04,100,1391.25,1489.56,25
12/15/24,"Jacksonville, FL","San Diego, CA",2072,Metal Roofing Coil,2032.13,2830.76,165.76,50,2590,2665.49,25
1/27/24,"Raleigh, NC","Des Moines, IA",1507,Underlayment Roll,173.07,2104.31,120.56,100,1883.75,1762.11,0
1/26/23,"Providence, RI","Indianapolis, IN",887,Insulation Board,554.92,1229.71,70.96,0,1108.75,1149.25,50
3/10/24,"Newark, NJ","Minneapolis, MN",1551,Fasteners and Plates,162.77,2237.83,124.08,100,1938.75,2111.59,75
6/22/23,"Tampa, FL","San Diego, CA",1550,Insulation Board,813.29,2061.5,124,0,1937.5,2126.04,0
10/27/23,"Hartford, CT","Indianapolis, IN",1535,Fasteners and Plates,161.3,2141.55,122.8,50,1918.75,1823.7,50
10/6/24,"Atlanta, GA","Milwaukee, WI",2484,Drainage Mat,455.34,3453.72,198.72,100,3105,3240.05,50
11/22/23,"Savannah, GA","Denver, CO",1166,Underlayment Roll,165.31,1700.78,93.28,100,1457.5,1360.8,50
2/14/24,"Buffalo, NY","San Diego, CA",889,Drainage Mat,470.66,1282.37,71.12,100,1111.25,1160.23,0
4/28/23,"Baltimore, MD","Denver, CO",2456,Insulation Board,623.15,3441.48,196.48,100,3070,3249.94,75
12/24/24,"Charlotte, NC","Indianapolis, IN",571,Drainage Mat,531.83,934.43,45.68,100,713.75,657.42,75
8/13/23,"Charlotte, NC","Indianapolis, IN",1591,Insulation Board,687.52,2166.03,127.28,0,1988.75,2156.68,50
6/15/24,"Columbia, SC","Chicago, IL",1247,Metal Roofing Coil,2415.5,1783.51,99.76,100,1558.75,1593.67,25
4/23/23,"Newark, NJ","Detroit, MI",1558,Fasteners and Plates,182.96,2222.14,124.64,100,1947.5,2127.22,50
5/20/23,"Columbia, SC","Minneapolis, MN",2494,Metal Roofing Coil,2403.75,3467.02,199.52,100,3117.5,2960.87,50
7/12/24,"Charlotte, NC","Denver, CO",1183,Roofing Membrane Roll,645.39,1598.39,94.64,0,1478.75,1372.06,25
1/1/23,"Jacksonville, FL","Omaha, NE",1224,Underlayment Roll,373.45,1752.92,97.92,50,1530,1489.96,75
3/31/23,"Hartford, CT","San Antonio, TX",1305,Fasteners and Plates,129.13,1835.65,104.4,50,1631.25,1619.05,50
10/15/24,"Norfolk, VA","Los Angeles, CA",1120,Metal Roofing Coil,2153.86,1589.6,89.6,50,1400,1277.68,50
11/16/23,"Columbia, SC","Portland, OR",1580,Metal Roofing Coil,1974.98,2176.4,126.4,50,1975,2120.82,25
7/3/24,"Providence, RI","Des Moines, IA",956,Insulation Board,666.06,1396.48,76.48,50,1195,1122.28,75
5/19/23,"Savannah, GA","Los Angeles, CA",1138,Insulation Board,841.3,1563.54,91.04,0,1422.5,1359.02,50
5/25/24,"Jacksonville, FL","Indianapolis, IN",796,Metal Roofing Coil,2326.48,1183.68,63.68,100,995,959.35,25
9/16/23,"Hartford, CT","San Diego, CA",1751,Underlayment Roll,193.47,2503.83,140.08,100,2188.75,1993.83,75
11/3/24,"Wilmington, DE","Houston, TX",1649,Drainage Mat,391.48,2243.17,131.92,0,2061.25,1898.58,50
11/20/24,"Savannah, GA","Houston, TX",1662,Roofing Membrane Roll,666,2235.46,132.96,0,2077.5,1919.76,25
1/10/23,"Pittsburgh, PA","Detroit, MI",1094,Insulation Board,850.48,1530.02,87.52,0,1367.5,1423.72,75
9/18/23,"Tampa, FL","Dallas, TX",1906,Metal Roofing Coil,2158.67,2709.98,152.48,100,2382.5,2440.31,75
10/11/24,"Atlanta, GA","Salt Lake City, UT",427,Insulation Board,593.8,642.91,34.16,50,533.75,491.91,25
6/21/23,"Jacksonville, FL","Detroit, MI",671,Fasteners and Plates,58.07,917.43,53.68,0,838.75,820.6,25
1/13/23,"Baltimore, MD","Las Vegas, NV",2360,Insulation Board,680.88,3138.8,188.8,0,2950,3060.04,0
6/17/23,"Richmond, VA","St. Louis, MO",1302,Underlayment Roll,252.67,1831.66,104.16,50,1627.5,1746.64,50
10/3/24,"Providence, RI","Phoenix, AZ",1065,Fasteners and Plates,54.76,1516.45,85.2,50,1331.25,1208.16,50
8/18/24,"Norfolk, VA","Dallas, TX",1841,Insulation Board,693.29,2573.53,147.28,100,2301.25,2418.42,25
11/17/23,"Newark, NJ","Indianapolis, IN",1291,Insulation Board,813,1792.03,103.28,50,1613.75,1581.04,25
11/15/23,"Providence, RI","Indianapolis, IN",2069,Insulation Board,538.95,2826.77,165.52,0,2586.25,2331.24,75
9/4/24,"Orlando, FL","Kansas City, MO",2207,Fasteners and Plates,193.11,3035.31,176.56,100,2758.75,2483.2,0
